item_id,properties,
1094748,Hotel|Wheelchair Accessible|Air Conditioning|Luxury Hotel|Spa Hotel|Swimming Pool (Outdoor)|Restaurant|Self Catering|Computer with Internet|Swimming Pool (Combined Filter),
1095306,Satellite TV|Safe (Hotel)|Telephone|Hotel|Reception (24/7)|Wheelchair Accessible|Air Conditioning|Hotel Bar|Pool Table|Bathtub|Satisfactory Rating|Room Service|Luxury Hotel|Television|Business Hotel|Shower|Cot|Gym|Hairdryer|Accessible Parking|From 3 Stars|Good Rating|Desk|Tennis Court (Indoor)|Openable Windows|Express Check-In / Check-Out|Restaurant|Laundry Service|Tennis Court|From 2 Stars|Business Centre|Bowling|Conference Rooms|3 Star|Sauna|Electric Kettle|Bike Rental|Non-Smoking Rooms|Car Park|Fitness|Swimming Pool (Indoor)|Jacuzzi (Hotel)|Flatscreen TV|Honeymoon|Singles|Hairdresser|Body Treatments|Pet Friendly|Lift|Central Heating,
1098214,Telephone|Hotel|Sitting Area (Rooms)|Reception (24/7)|Air Conditioning|Cable TV|Pool Table|2 Star|Bathtub|Television|Business Hotel|Shower|Microwave|Hairdryer|Beach|Radio|Family Friendly|Desk|WiFi (Public Areas)|Horse Riding|Openable Windows|Ironing Board|From 2 Stars|Business Centre|Conference Rooms|Bike Rental|Non-Smoking Rooms|Car Park|Computer with Internet|Pet Friendly|Fridge|WiFi (Rooms)|Washing Machine|Central Heating,
1098518,Satellite TV|Telephone|Hotel|Sitting Area (Rooms)|Reception (24/7)|Air Conditioning|Hotel Bar|Bathtub|Satisfactory Rating|Luxury Hotel|Terrace (Hotel)|Television|Business Hotel|Shower|Cot|From 3 Stars|Good Rating|Family Friendly|Desk|WiFi (Public Areas)|Openable Windows|Free WiFi (Combined)|From 2 Stars|Conference Rooms|3 Star|Free WiFi (Rooms)|Car Park|Pet Friendly|WiFi (Rooms)|Free WiFi (Public Areas),
1099054,Satellite TV|Safe (Hotel)|Telephone|Convenience Store|Reception (24/7)|Wheelchair Accessible|Air Conditioning|Country Hotel|Shooting Sports|Cable TV|Massage|Hotel Bar|Pool Table|Bathtub|Satisfactory Rating|Room Service|Hiking Trail|Terrace (Hotel)|Towels|Very Good Rating|Television|Business Hotel|Steam Room|Cot|Gym|Hairdryer|From 3 Stars|Good Rating|Radio|4 Star|From 4 Stars|Family Friendly|WiFi (Public Areas)|Openable Windows|Express Check-In / Check-Out|Spa (Wellness Facility)|Restaurant|Laundry Service|Free WiFi (Combined)|Romantic|Gay-friendly|From 2 Stars|Sauna|Free WiFi (Rooms)|Non-Smoking Rooms|Car Park|Safe (Rooms)|Swimming Pool (Indoor)|Jacuzzi (Hotel)|Honeymoon|Computer with Internet|Pet Friendly|WiFi (Rooms)|Swimming Pool (Combined Filter)|Free WiFi (Public Areas)|Central Heating,
1100642,Sailing|Diving|Hotel|Hotel Bar|Satisfactory Rating|Hiking Trail|Luxury Hotel|Terrace (Hotel)|Very Good Rating|Business Hotel|Shower|Cot|Beach|From 3 Stars|Good Rating|Deck Chairs|Family Friendly|WiFi (Public Areas)|Horse Riding|Surfing|Openable Windows|Free WiFi (Combined)|Tennis Court|Romantic|Boat Rental|From 2 Stars|Conference Rooms|3 Star|Bike Rental|Free WiFi (Rooms)|Non-Smoking Rooms|Car Park|WiFi (Rooms)|Free WiFi (Public Areas)|Central Heating,
1101064,Diving|Sun Umbrellas|Massage|Satisfactory Rating|Hiking Trail|Terrace (Hotel)|Very Good Rating|Direct beach access|Shower|Beach|Good Rating|Deck Chairs|Openable Windows|Restaurant|Bungalows|Boat Rental|Bike Rental|Fan|Pet Friendly|Serviced Apartment|Washing Machine,
1101880,Safe (Hotel)|Telephone|Hotel|Reception (24/7)|Wheelchair Accessible|Air Conditioning|Country Hotel|Massage|Hotel Bar|Bathtub|Satisfactory Rating|Room Service|Terrace (Hotel)|Very Good Rating|Business Hotel|Shower|Swimming Pool (Outdoor)|Hairdryer|From 3 Stars|Good Rating|Deck Chairs|Family Friendly|Desk|WiFi (Public Areas)|Openable Windows|Express Check-In / Check-Out|Restaurant|Free WiFi (Combined)|Boat Rental|Gay-friendly|From 2 Stars|Conference Rooms|3 Star|Porter|Bike Rental|Free WiFi (Rooms)|Non-Smoking Rooms|Car Park|Safe (Rooms)|Fan|Pet Friendly|WiFi (Rooms)|Free WiFi (Public Areas)|Central Heating,
1101922,Airport Shuttle|Safe (Hotel)|Telephone|Hotel|On-Site Boutique Shopping|Reception (24/7)|Air Conditioning|Swimming Pool (Bar)|Sun Umbrellas|Massage|Hotel Bar|Satisfactory Rating|Room Service|Hiking Trail|Luxury Hotel|Terrace (Hotel)|Television|Business Hotel|Shower|Beach|From 3 Stars|Deck Chairs|Family Friendly|WiFi (Public Areas)|Openable Windows|Restaurant|Laundry Service|Free WiFi (Combined)|Romantic|From 2 Stars|3 Star|Non-Smoking Rooms|Car Park|Pet Friendly|Swimming Pool (Combined Filter)|Free WiFi (Public Areas)|Central Heating,
1102446,Satellite TV|Hotel|Convenience Store|Reception (24/7)|Country Hotel|2 Star|Bathtub|Satisfactory Rating|Hiking Trail|Luxury Hotel|Very Good Rating|Business Hotel|Shower|Cot|Hairdryer|Ski Resort|Beauty Salon|Good Rating|Family Friendly|Balcony|WiFi (Public Areas)|Openable Windows|Ironing Board|Free WiFi (Combined)|Gay-friendly|Business Centre|Free WiFi (Rooms)|Non-Smoking Rooms|Playground|Eco-Friendly hotel|Car Park|Fan|Jacuzzi (Hotel)|Flatscreen TV|Large Groups|Pet Friendly|Fridge|WiFi (Rooms)|Free WiFi (Public Areas)|Central Heating,
1102538,Satellite TV|Safe (Hotel)|Telephone|Sitting Area (Rooms)|Reception (24/7)|Air Conditioning|Sun Umbrellas|Bathtub|Satisfactory Rating|Towels|Very Good Rating|Television|Business Hotel|Microwave|Swimming Pool (Outdoor)|Cot|Gym|Hairdryer|Beach|Good Rating|Radio|Table Tennis|Deck Chairs|Family Friendly|Balcony|WiFi (Public Areas)|Openable Windows|Express Check-In / Check-Out|Ironing Board|Free WiFi (Combined)|Sauna|Hammam|Electric Kettle|House / Apartment|Bike Rental|Self Catering|Free WiFi (Rooms)|Playground|Car Park|Safe (Rooms)|Jacuzzi (Hotel)|Flatscreen TV|Excellent Rating|Computer with Internet|Fridge|WiFi (Rooms)|Swimming Pool (Combined Filter)|Free WiFi (Public Areas)|Washing Machine|Central Heating,
1104242,Satellite TV|Safe (Hotel)|Telephone|Hotel|Reception (24/7)|Wheelchair Accessible|Air Conditioning|Cable TV|2 Star|Bathtub|Satisfactory Rating|Luxury Hotel|Very Good Rating|Television|Business Hotel|Shower|Microwave|Gym|Hairdryer|Good Rating|Radio|Family Friendly|Desk|WiFi (Public Areas)|Openable Windows|Ironing Board|From 2 Stars|Business Centre|Conference Rooms|Electric Kettle|Non-Smoking Rooms|Car Park|Computer with Internet|Pet Friendly|Fridge|WiFi (Rooms)|Washing Machine|Lift|Central Heating,
1105204,Satellite TV|Sailing|Telephone|Hotel|Sitting Area (Rooms)|Reception (24/7)|Wheelchair Accessible|Air Conditioning|2 Star|Satisfactory Rating|Room Service|Hiking Trail|Luxury Hotel|Terrace (Hotel)|Television|Shower|Beach|Family Friendly|WiFi (Public Areas)|Surfing|Openable Windows|Restaurant|Free WiFi (Combined)|From 2 Stars|Free WiFi (Rooms)|Car Park|Fridge|WiFi (Rooms)|Free WiFi (Public Areas)|Central Heating,
1105692,Satellite TV|Cosmetic Mirror|Safe (Hotel)|Telephone|Sitting Area (Rooms)|Reception (24/7)|Wheelchair Accessible|Air Conditioning|Cable TV|Massage|Hotel Bar|Bathtub|Room Service|Television|Shower|Steam Room|Hairdryer|Radio|Table Tennis|Desk|WiFi (Public Areas)|Openable Windows|Restaurant|Laundry Service|Ironing Board|Halal Food|Conference Rooms|Sauna|Self Catering|Non-Smoking Rooms|Car Park|Safe (Rooms)|Hairdresser|Childcare|Computer with Internet|Fridge|WiFi (Rooms)|Serviced Apartment|Lift|Central Heating,
1106984,Satellite TV|Airport Shuttle|Safe (Hotel)|Hotel|Convenience Store|Air Conditioning|Hotel Bar|Satisfactory Rating|Room Service|Luxury Hotel|Television|Business Hotel|Shower|Hairdryer|Good Rating|Room Service (24/7)|WiFi (Public Areas)|Restaurant|Laundry Service|Free WiFi (Combined)|Business Centre|Halal Food|Conference Rooms|3 Star|Free WiFi (Rooms)|Non-Smoking Rooms|Eco-Friendly hotel|Car Park|Concierge|Safe (Rooms)|Honeymoon|Large Groups|Singles|Computer with Internet|WiFi (Rooms)|Free WiFi (Public Areas)|Central Heating,
1109947,Airport Shuttle|Telephone|Hotel|Senior Travellers|Air Conditioning|Massage|Television|Business Hotel|Shower|Spa Hotel|Hairdryer|From 3 Stars|Convention Hotel|Desk|Restaurant|Ironing Board|From 2 Stars|Business Centre|Conference Rooms|3 Star|Electric Kettle|Car Park|Jacuzzi (Hotel)|Large Groups|Singles|Fridge,
1109963,Reception (24/7)|Wheelchair Accessible|Cable TV|Satisfactory Rating|Terrace (Hotel)|Very Good Rating|Television|Business Hotel|Shower|Hairdryer|Good Rating|Bed & Breakfast|WiFi (Public Areas)|Openable Windows|Business Centre|Conference Rooms|Car Park|Computer with Internet|Pet Friendly|WiFi (Rooms),
1111679,Satellite TV|Golf Course|Country Hotel|Hypoallergenic Rooms|Satisfactory Rating|Hiking Trail|Terrace (Hotel)|Very Good Rating|Television|Shower|Cot|Hairdryer|Ski Resort|Good Rating|Radio|Family Friendly|Bed & Breakfast|WiFi (Public Areas)|Openable Windows|Restaurant|Laundry Service|Free WiFi (Combined)|Gay-friendly|Free WiFi (Rooms)|Non-Smoking Rooms|Playground|Car Park|Excellent Rating|Computer with Internet|Pet Friendly|WiFi (Rooms)|Free WiFi (Public Areas)|Central Heating,
1113003,Golf Course|Diving|Telephone|Hotel|Air Conditioning|Cable TV|Massage|Hotel Bar|Bathtub|Satisfactory Rating|Luxury Hotel|Very Good Rating|Television|Business Hotel|Shower|Cot|Hairdryer|Beach|From 3 Stars|Good Rating|Radio|From 4 Stars|Family Friendly|WiFi (Public Areas)|Openable Windows|Restaurant|Ironing Board|Romantic|From 2 Stars|Business Centre|Conference Rooms|3 Star|Electric Kettle|Accessible Hotel|Bike Rental|Non-Smoking Rooms|Car Park|Computer with Internet|WiFi (Rooms)|Central Heating,
1113489,Telephone|Hotel|Air Conditioning|Massage|2 Star|Television|Business Hotel|Shower|Microwave|Hairdryer|Desk|Restaurant|Laundry Service|From 2 Stars|Electric Kettle|Car Park|Body Treatments|Fridge|WiFi (Rooms),
1114755,Satellite TV|Sailing|Diving|Telephone|Wheelchair Accessible|Air Conditioning|Satisfactory Rating|Very Good Rating|Television|Shower|Microwave|Swimming Pool (Outdoor)|Hairdryer|Beach|Good Rating|Surfing|Openable Windows|Ironing Board|Free WiFi (Combined)|Bike Rental|Self Catering|Free WiFi (Rooms)|Car Park|Large Groups|Computer with Internet|Volleyball|Fridge|WiFi (Rooms)|Serviced Apartment|Swimming Pool (Combined Filter)|Washing Machine|Lift|Central Heating,
1116371,Telephone|Sitting Area (Rooms)|Satisfactory Rating|Very Good Rating|Television|Shower|Microwave|Beach|Good Rating|Openable Windows|Laundry Service|Self Catering|Car Park|Excellent Rating|Serviced Apartment,
1117179,Golf Course|Sailing|Telephone|Hotel|Sitting Area (Rooms)|Reception (24/7)|Wheelchair Accessible|Air Conditioning|Cable TV|Hotel Bar|Pool Table|Bathtub|Satisfactory Rating|Room Service|Luxury Hotel|Television|Business Hotel|Shower|Microwave|Hairdryer|Beach|Accessible Parking|From 3 Stars|Radio|Table Tennis|Family Friendly|Desk|Tennis Court (Indoor)|WiFi (Public Areas)|Openable Windows|Laundry Service|Ironing Board|Tennis Court|Romantic|From 2 Stars|Business Centre|3 Star|Electric Kettle|Self Catering|Non-Smoking Rooms|Car Park|Fitness|Computer with Internet|Volleyball|Fridge|WiFi (Rooms)|Washing Machine|Central Heating,
1119623,Satellite TV|Golf Course|Resort|Telephone|Sitting Area (Rooms)|Wheelchair Accessible|Bathtub|Satisfactory Rating|Hiking Trail|Terrace (Hotel)|Very Good Rating|Minigolf|Shower|Steam Room|Microwave|Swimming Pool (Outdoor)|Cot|Gym|Hairdryer|Ski Resort|Good Rating|Organised Activities|Deck Chairs|Skiing|Balcony|WiFi (Public Areas)|Horse Riding|Openable Windows|Restaurant|Laundry Service|Tennis Court|Business Centre|Conference Rooms|Sauna|Electric Kettle|Self Catering|Non-Smoking Rooms|Car Park|Concierge|Safe (Rooms)|Jacuzzi (Hotel)|Childcare|Fridge|WiFi (Rooms)|Swimming Pool (Combined Filter)|Washing Machine|Lift|Central Heating,
1120665,Satellite TV|Safe (Hotel)|Telephone|Hotel|Reception (24/7)|Air Conditioning|Massage|Hotel Bar|Room Service|Television|Business Hotel|Shower|Hairdryer|From 3 Stars|Desk|WiFi (Public Areas)|Openable Windows|Restaurant|Laundry Service|Ironing Board|Free WiFi (Combined)|From 2 Stars|Business Centre|Conference Rooms|3 Star|Electric Kettle|Free WiFi (Rooms)|Non-Smoking Rooms|Car Park|Honeymoon|Large Groups|Singles|Fridge|WiFi (Rooms)|Lift|Central Heating,
1121465,Sitting Area (Rooms)|Satisfactory Rating|Very Good Rating|Television|Shower|Good Rating|Bed & Breakfast|Desk|WiFi (Public Areas)|Openable Windows|Free WiFi (Combined)|Self Catering|Non-Smoking Rooms|Singles|Computer with Internet|Pet Friendly|Free WiFi (Public Areas),
1125194,Satellite TV|Satisfactory Rating|Hiking Trail|Terrace (Hotel)|Very Good Rating|Television|Shower|Hairdryer|Good Rating|Bed & Breakfast|Openable Windows|Free WiFi (Combined)|Free WiFi (Rooms)|Car Park|Pet Friendly|WiFi (Rooms)|Central Heating,
1125662,Golf Course|Country Hotel|Hotel Bar|Pool Table|Satisfactory Rating|Hiking Trail|Terrace (Hotel)|Very Good Rating|Television|Shower|Beach|Good Rating|Bed & Breakfast|WiFi (Public Areas)|Horse Riding|Openable Windows|Restaurant|Free WiFi (Combined)|Conference Rooms|Electric Kettle|Bike Rental|Free WiFi (Rooms)|Non-Smoking Rooms|Car Park|Honeymoon|Pet Friendly|WiFi (Rooms)|Free WiFi (Public Areas)|Central Heating,
1129594,Satellite TV|Hotel|Sitting Area (Rooms)|Reception (24/7)|Country Hotel|Hotel Bar|Pool Table|Bathtub|Satisfactory Rating|Hiking Trail|Luxury Hotel|Terrace (Hotel)|Very Good Rating|Television|Business Hotel|Shower|Steam Room|Cot|Ski Resort|From 3 Stars|Good Rating|Family Friendly|WiFi (Public Areas)|Openable Windows|Restaurant|Free WiFi (Combined)|From 2 Stars|Business Centre|Conference Rooms|Sauna|Bike Rental|Free WiFi (Rooms)|Non-Smoking Rooms|Car Park|Pet Friendly|WiFi (Rooms)|Free WiFi (Public Areas)|Central Heating,
1131075,Satellite TV|Telephone|Reception (24/7)|Air Conditioning|Massage|Hotel Bar|2 Star|Room Service|Luxury Hotel|Television|Business Hotel|Shower|Spa Hotel|Hairdryer|Openable Windows|Restaurant|Laundry Service|Ironing Board|Free WiFi (Combined)|From 2 Stars|Conference Rooms|Sauna|Free WiFi (Rooms)|Non-Smoking Rooms|Car Park|Jacuzzi (Hotel)|Large Groups|Singles|Computer with Internet|WiFi (Rooms)|Washing Machine|Lift|Central Heating,
1132153,Satellite TV|Golf Course|Safe (Hotel)|Telephone|Hotel|Sun Umbrellas|Hotel Bar|Bathtub|Satisfactory Rating|Room Service|Hiking Trail|Luxury Hotel|Terrace (Hotel)|Very Good Rating|Television|Business Hotel|Direct beach access|Shower|Hairdryer|From 3 Stars|Good Rating|Deck Chairs|Family Friendly|Desk|Openable Windows|Express Check-In / Check-Out|Restaurant|Romantic|From 2 Stars|3 Star|Non-Smoking Rooms|Playground|Car Park|Safe (Rooms)|Computer with Internet|Pet Friendly|Central Heating,
1132661,Hotel|Sitting Area (Rooms)|Wheelchair Accessible|Air Conditioning|Bathtub|Satisfactory Rating|Luxury Hotel|Very Good Rating|Television|Business Hotel|Shower|Cot|Beach|From 3 Stars|Good Rating|Family Friendly|Desk|WiFi (Public Areas)|Openable Windows|Restaurant|Free WiFi (Combined)|Romantic|From 2 Stars|3 Star|Free WiFi (Rooms)|Non-Smoking Rooms|Car Park|Safe (Rooms)|Jacuzzi (Hotel)|Excellent Rating|Pet Friendly|WiFi (Rooms)|Free WiFi (Public Areas)|Central Heating,
1133495,Diving|Cosmetic Mirror|Safe (Hotel)|Sitting Area (Rooms)|Air Conditioning|Swimming Pool (Bar)|Sun Umbrellas|Hotel Bar|Satisfactory Rating|Hiking Trail|Terrace (Hotel)|Very Good Rating|Shower|Swimming Pool (Outdoor)|Cot|Beach|Good Rating|Deck Chairs|Family Friendly|WiFi (Public Areas)|Surfing|Openable Windows|Laundry Service|Ironing Board|Free WiFi (Combined)|Boat Rental|Gay-friendly|Self Catering|Non-Smoking Rooms|Car Park|Safe (Rooms)|Excellent Rating|Volleyball|Fridge|Serviced Apartment|Swimming Pool (Combined Filter)|Free WiFi (Public Areas)|Central Heating,
1133909,Satellite TV|Safe (Hotel)|Telephone|Convenience Store|Air Conditioning|Sun Umbrellas|Massage|Hotel Bar|Bathtub|Satisfactory Rating|Hiking Trail|Terrace (Hotel)|Towels|Very Good Rating|Television|Shower|Swimming Pool (Outdoor)|Hairdryer|Beach|Good Rating|Deck Chairs|WiFi (Public Areas)|Openable Windows|Restaurant|Laundry Service|Free WiFi (Combined)|Romantic|Self Catering|Free WiFi (Rooms)|Concierge|Safe (Rooms)|Jacuzzi (Hotel)|Excellent Rating|WiFi (Rooms)|Serviced Apartment|Swimming Pool (Combined Filter)|Free WiFi (Public Areas)|Central Heating,
1134971,Satellite TV|Telephone|Hotel|Sitting Area (Rooms)|Reception (24/7)|Wheelchair Accessible|Air Conditioning|Massage|Hotel Bar|Bathtub|Room Service|Television|Business Hotel|Shower|Hairdryer|Beauty Salon|From 3 Stars|Desk|Openable Windows|Express Check-In / Check-Out|Restaurant|Laundry Service|Ironing Board|Free WiFi (Combined)|From 2 Stars|Business Centre|Conference Rooms|3 Star|Electric Kettle|Free WiFi (Rooms)|Non-Smoking Rooms|Car Park|Honeymoon|Large Groups|Singles|Fridge|WiFi (Rooms)|Lift|Central Heating,
1136561,Telephone|Hotel|Cable TV|Satisfactory Rating|Hiking Trail|Luxury Hotel|Very Good Rating|Television|Business Hotel|Shower|Good Rating|Desk|Openable Windows|Free WiFi (Combined)|Free WiFi (Rooms)|Non-Smoking Rooms|Car Park|Pet Friendly|WiFi (Rooms)|Central Heating,
1138627,Telephone|Hotel|Wheelchair Accessible|Country Hotel|Hotel Bar|Hiking Trail|Luxury Hotel|Terrace (Hotel)|Television|Shower|Ski Resort|Radio|WiFi (Public Areas)|Openable Windows|Restaurant|Solarium|Non-Smoking Rooms|Car Park|Pet Friendly|1 Star|Central Heating,
1143370,Golf Course|Air Conditioning|Country Hotel|Shooting Sports|Sun Umbrellas|Satisfactory Rating|Hiking Trail|Terrace (Hotel)|Very Good Rating|Television|Business Hotel|Shower|Swimming Pool (Outdoor)|Hairdryer|Good Rating|Deck Chairs|Family Friendly|Bed & Breakfast|Desk|Tennis Court (Indoor)|WiFi (Public Areas)|Openable Windows|Free WiFi (Combined)|Tennis Court|Electric Kettle|Free WiFi (Rooms)|Non-Smoking Rooms|Car Park|Singles|Excellent Rating|WiFi (Rooms)|Swimming Pool (Combined Filter)|Free WiFi (Public Areas)|Washing Machine|Central Heating,
1144499,Satellite TV|Telephone|Hotel|Reception (24/7)|Massage|Satisfactory Rating|Hiking Trail|Luxury Hotel|Television|Shower|Cot|Good Rating|Radio|WiFi (Public Areas)|Openable Windows|Restaurant|3 Star|Bike Rental|Concierge|Computer with Internet|WiFi (Rooms)|Central Heating,
1146537,Airport Shuttle|Telephone|Hotel|Reception (24/7)|Air Conditioning|Cable TV|Hotel Bar|Satisfactory Rating|Luxury Hotel|Terrace (Hotel)|Television|Direct beach access|Shower|Swimming Pool (Outdoor)|Beach|Good Rating|Deck Chairs|WiFi (Public Areas)|Openable Windows|Restaurant|Free WiFi (Combined)|3 Star|Free WiFi (Rooms)|Car Park|Safe (Rooms)|Fan|Pet Friendly|Fridge|WiFi (Rooms)|Swimming Pool (Combined Filter)|Free WiFi (Public Areas),
1148561,Satellite TV|Sailing|Diving|Telephone|On-Site Boutique Shopping|Reception (24/7)|Wheelchair Accessible|Air Conditioning|Shooting Sports|Swimming Pool (Bar)|Sun Umbrellas|Massage|Pool Table|Bathtub|Satisfactory Rating|Hiking Trail|Terrace (Hotel)|Towels|Very Good Rating|Television|Minigolf|Shower|Swimming Pool (Outdoor)|Cot|Gym|Hairdryer|Beach|From 3 Stars|Good Rating|Organised Activities|Table Tennis|Deck Chairs|Family Friendly|Desk|WiFi (Public Areas)|Surfing|Openable Windows|Restaurant|Laundry Service|Free WiFi (Combined)|Tennis Court|Boat Rental|From 2 Stars|Conference Rooms|Sauna|Electric Kettle|Kids' Club|Bike Rental|Self Catering|Free WiFi (Rooms)|Playground|Car Park|Safe (Rooms)|Fitness|Swimming Pool (Indoor)|Jacuzzi (Hotel)|Hairdresser|Doctor On-Site|Excellent Rating|Childcare|Computer with Internet|Volleyball|Fridge|WiFi (Rooms)|Serviced Apartment|Swimming Pool (Combined Filter)|Free WiFi (Public Areas)|Lift|Central Heating,
1148651,Airport Shuttle|Telephone|Hotel|Convenience Store|Air Conditioning|Massage|Hotel Bar|2 Star|Room Service|Theme Hotel|Terrace (Hotel)|Television|Business Hotel|Shower|Spa Hotel|Hairdryer|From 3 Stars|Convention Hotel|Desk|Spa (Wellness Facility)|Ironing Board|Gay-friendly|From 2 Stars|Business Centre|Conference Rooms|Electric Kettle|Car Park|Jacuzzi (Hotel)|Large Groups|Singles|Fridge|Lift|Central Heating,
1151887,Cosmetic Mirror|Safe (Hotel)|Telephone|Hotel|Reception (24/7)|Wheelchair Accessible|Air Conditioning|Cable TV|Massage|Hotel Bar|Satisfactory Rating|Room Service|Luxury Hotel|Theme Hotel|Very Good Rating|Business Hotel|Shower|Steam Room|Gym|Hairdryer|From 3 Stars|Convention Hotel|Good Rating|Radio|4 Star|From 4 Stars|Family Friendly|Desk|WiFi (Public Areas)|Openable Windows|Spa (Wellness Facility)|Restaurant|Laundry Service|Romantic|From 2 Stars|Business Centre|Solarium|Conference Rooms|Non-Smoking Rooms|Car Park|Concierge|Safe (Rooms)|Excellent Rating|Pet Friendly|WiFi (Rooms)|Lift|Central Heating,
1152090,Telephone|Hotel|Convenience Store|Sitting Area (Rooms)|Wheelchair Accessible|Country Hotel|Hypoallergenic Rooms|Cable TV|Sun Umbrellas|Hotel Bar|Satisfactory Rating|Room Service|Hiking Trail|Luxury Hotel|Terrace (Hotel)|Very Good Rating|Television|Minigolf|Business Hotel|Shower|Steam Room|Cot|Hairdryer|Ski Resort|Hypoallergenic Bedding|Accessible Parking|From 3 Stars|Good Rating|4 Star|From 4 Stars|Table Tennis|Deck Chairs|Family Friendly|Desk|Balcony|WiFi (Public Areas)|Openable Windows|Express Check-In / Check-Out|Spa (Wellness Facility)|Laundry Service|Boat Rental|From 2 Stars|Conference Rooms|Sauna|Hammam|Accessible Hotel|Bike Rental|Non-Smoking Rooms|Playground|Car Park|Concierge|Fan|Flatscreen TV|Singles|Excellent Rating|WiFi (Rooms)|Central Heating,
1152167,Satellite TV|Hotel|Reception (24/7)|Wheelchair Accessible|Massage|Hotel Bar|Satisfactory Rating|Hiking Trail|Luxury Hotel|Television|Business Hotel|Shower|Cot|From 3 Stars|Good Rating|4 Star|From 4 Stars|From 2 Stars|Car Park|Concierge|Computer with Internet|Lift|Central Heating,
1154736,Satellite TV|Resort|Airport Shuttle|Cosmetic Mirror|Safe (Hotel)|Telephone|Convenience Store|Reception (24/7)|Air Conditioning|Swimming Pool (Bar)|Massage|Hotel Bar|Pool Table|Satisfactory Rating|Room Service|Luxury Hotel|Terrace (Hotel)|Television|Business Hotel|Shower|Swimming Pool (Outdoor)|Hairdryer|Beach|Accessible Parking|From 3 Stars|Deck Chairs|Family Friendly|Desk|Balcony|WiFi (Public Areas)|Surfing|Openable Windows|Restaurant|Laundry Service|Ironing Board|Free WiFi (Combined)|Tennis Court|Romantic|Gay-friendly|From 2 Stars|Bowling|Conference Rooms|3 Star|Electric Kettle|Bike Rental|Free WiFi (Rooms)|Non-Smoking Rooms|Car Park|Concierge|Safe (Rooms)|Fitness|Jacuzzi (Hotel)|Honeymoon|Large Groups|Singles|Computer with Internet|Volleyball|WiFi (Rooms)|Swimming Pool (Combined Filter)|Free WiFi (Public Areas)|Lift,
1155564,Safe (Hotel)|Hotel|Sitting Area (Rooms)|Reception (24/7)|Air Conditioning|Cable TV|Bathtub|Room Service|Luxury Hotel|Television|Business Hotel|Shower|Family Friendly|Room Service (24/7)|Desk|WiFi (Public Areas)|Openable Windows|Restaurant|Laundry Service|From 2 Stars|Business Centre|Conference Rooms|3 Star|Electric Kettle|Porter|Car Park|Concierge|Safe (Rooms)|Computer with Internet|WiFi (Rooms)|Lift,
1156863,Golf Course|Safe (Hotel)|Hotel|Sitting Area (Rooms)|Hotel Bar|Bathtub|Satisfactory Rating|Hiking Trail|Luxury Hotel|Terrace (Hotel)|Television|Minigolf|Business Hotel|Shower|Hairdryer|From 3 Stars|Good Rating|Radio|Family Friendly|Skiing|WiFi (Public Areas)|Openable Windows|Restaurant|Free WiFi (Combined)|Tennis Court|Romantic|From 2 Stars|3 Star|Bike Rental|Free WiFi (Rooms)|Non-Smoking Rooms|Car Park|Safe (Rooms)|Pet Friendly|WiFi (Rooms)|Free WiFi (Public Areas)|Lift|Central Heating,
1159304,Airport Shuttle|Telephone|Hotel|Reception (24/7)|Air Conditioning|Country Hotel|Cable TV|Hotel Bar|Satisfactory Rating|Luxury Hotel|Terrace (Hotel)|Television|Shower|Swimming Pool (Outdoor)|Beach|Deck Chairs|WiFi (Public Areas)|Openable Windows|Restaurant|Free WiFi (Combined)|Conference Rooms|Free WiFi (Rooms)|Car Park|Safe (Rooms)|WiFi (Rooms)|Swimming Pool (Combined Filter)|Free WiFi (Public Areas),
1160496,Farmstay|Country Hotel|Sun Umbrellas|Satisfactory Rating|Room Service|Hiking Trail|Terrace (Hotel)|Shower|Swimming Pool (Outdoor)|Cot|Hairdryer|Beach|Good Rating|Casa Rural (ES)|Deck Chairs|Desk|WiFi (Public Areas)|Openable Windows|Restaurant|Laundry Service|Free WiFi (Combined)|Bike Rental|Non-Smoking Rooms|Car Park|Swimming Pool (Combined Filter)|Free WiFi (Public Areas)|Central Heating,
1161937,Sun Umbrellas|Hotel Bar|Bathtub|Satisfactory Rating|Hiking Trail|Terrace (Hotel)|Television|Shower|Cot|Good Rating|Bed & Breakfast|Desk|WiFi (Public Areas)|Openable Windows|Restaurant|Non-Smoking Rooms|WiFi (Rooms)|Washing Machine|Central Heating,
1162023,Golf Course|Sailing|Airport Shuttle|Diving|Safe (Hotel)|Sitting Area (Rooms)|Air Conditioning|Country Hotel|Massage|Pool Table|Satisfactory Rating|Room Service|Terrace (Hotel)|Shower|Microwave|Cot|Beach|Accessible Parking|Good Rating|Desk|Balcony|WiFi (Public Areas)|Surfing|Openable Windows|Laundry Service|Free WiFi (Combined)|Tennis Court|Gay-friendly|Electric Kettle|House / Apartment|Self Catering|Non-Smoking Rooms|Playground|Car Park|Fan|Childcare|Volleyball|WiFi (Rooms)|Free WiFi (Public Areas),
